No.	line	Line	pop	dam	sire	Gener	ind1	rep	ind	bloss	malefl	date	ASD	GAD	GW	GHl	GHr	UBL	UBW	GA	BA	SEL		
165	U	Up	70	3008B	U3060B	F4	4064	B	70U4064B	3	1	11.08.2016	0	3,76	7,06	2,74	2,74	20,18	19,23	19,3444	388,0614	NA		
153	RAN	Ran	70	3002	3012	F4	4042	na	70RAN4042na	1	1	08.08.2016	0	3,47	7,17	2,79	2,94	20,43	21,98	20,54205	449,0514	NA		
154	RAN	Ran	70	3002	3012	F4	4042	na	70RAN4042na	2	1	08.08.2016	0	3,26	7,09	3,05	2,81	18,34	18,88	20,7737	346,2592	NA		
155	RAN	Ran	70	3002	3012	F4	4042	na	70RAN4042na	3	1	08.08.2016	0	3,22	7,11	2,69	2,87	18,69	18,83	19,7658	351,9327	NA		
66	RAN	Ran	70	3007	3029	F4	4043	A	70RAN4043A	1	1	27.07.2016	1,85	3,04	5,66	1,36	2,11	20,11	19,79	9,8201	397,9769	NA		
146	RAN	Ran	70	3007	3029	F4	4043	A	70RAN4043A	2	1	28.07.2016	0,94	3,2	6,76	1,86	2,39	21,51	21,3	14,365	458,163	NA		
147	RAN	Ran	70	3007	3029	F4	4043	A	70RAN4043A	3	1	29.07.2016	0	3,32	6,79	2,25	2,77	20,11	21,79	17,0429	438,1969	NA		
98	RAN	Ran	70	3007	3029	F4	4043	B	70RAN4043B	1	1	08.08.2016	0	3,09	6,46	2,02	2,26	19,18	18,12	13,8244	347,5416	NA		
233	RAN	Ran	70	3007	3029	F4	4043	B	70RAN4043B	2	1	24.08.2016	0,9	2,9	7,2	2,59	2,42	20,82	21,2	18,036	441,384	NA		
234	RAN	Ran	70	3007	3029	F4	4043	B	70RAN4043B	3	1	24.08.2016	0	2,96	6,34	2,52	2,25	18,46	17,4	15,1209	321,204	NA		
113	RAN	Ran	70	3013	3018	F4	4044	B	70RAN4044B	1	1	08.08.2016	0	2,67	7,2	2,38	2,51	19,64	20,73	17,604	407,1372	NA		
117	RAN	Ran	70	3013	3018	F4	4044	B	70RAN4044B	2	2	08.08.2016	0	2,78	5,83	2,36	2,44	19,58	19,8	13,992	387,684	NA		
227	RAN	Ran	70	3013	3018	F4	4044	B	70RAN4044B	3	3	24.08.2016	0	2,95	6,7	2,41	1,65	20,18	20	13,601	403,6	NA		
224	RAN	Ran	70	3013	3034	F4	4045	B	70RAN4045B	1	1	24.08.2016	0	3,48	6,94	2,4	2,68	22,17	22,21	17,6276	492,3957	NA		
297	RAN	Ran	70	3013	3034	F4	4045	B	70RAN4045B	2	1	03.09.2016	0,3	3,78	6,12	2,44	2,22	22,01	22,25	14,2596	489,7225	NA		
298	RAN	Ran	70	3013	3034	F4	4045	B	70RAN4045B	3	3	03.09.2016	0,79	2,87	7,63	2,96	2,77	25,08	27,43	21,85995	687,9444	NA		
93	RAN	Ran	70	3028	3011	F4	4046	A	70RAN4046A	1	1	25.07.2016	1,29	2,57	7,23	2,52	2,97	19,67	20,85	19,84635	410,1195	NA		
215	RAN	Ran	70	3028	3011	F4	4046	A	70RAN4046A	2	1	24.08.2016	1,85	2,73	6,94	2,32	2,29	18,5	20,12	15,9967	372,22	NA		
216	RAN	Ran	70	3028	3011	F4	4046	A	70RAN4046A	3	1	24.08.2016	0	2,84	7,42	2,83	1,95	20,89	22,4	17,7338	467,936	NA		
148	RAN	Ran	70	3028	3011	F4	4046	B	70RAN4046B	1	1	27.07.2016	1,05	2,97	7,29	3,1	2,94	22,57	23,85	22,0158	538,2945	NA		
116	RAN	Ran	70	3028	3011	F4	4046	B	70RAN4046B	2	2	23.08.2016	0,53	2,97	8,03	3,22	3,26	25,54	24,96	26,0172	637,4784	NA		
240	RAN	Ran	70	3028	3011	F4	4046	B	70RAN4046B	3	1	28.08.2016	1,28	2,39	7,9	3,19	2,9	24,84	26	24,0555	645,84	NA		
145	RAN	Ran	70	3033	3021	F4	4047	A	70RAN4047A	1	1	25.07.2016	0	3,29	6,95	2,88	2,67	19,61	20,3	19,28625	398,083	NA		
95	RAN	Ran	70	3033	3021	F4	4047	A	70RAN4047A	2	2	08.08.2016	0,58	3,33	6,94	2,86	3,05	21	20,24	20,5077	425,04	NA		
152	RAN	Ran	70	3033	3021	F4	4047	A	70RAN4047A	3	2	08.08.2016	0	3,8	6,27	2,78	3,03	19,99	19,51	18,21435	390,0049	NA		
84	RAN	Ran	70	3027	3012	F4	4001	A	70RAN4001A	1	1	27.07.2016	0	2,96	6,21	2,21	2,27	19,43	19,56	13,9104	380,0508	NA		
85	RAN	Ran	70	3027	3012	F4	4001	A	70RAN4001A	2	2	27.07.2016	0	3,27	6,2	2,29	2,44	19,83	20,25	14,663	401,5575	NA		
112	RAN	Ran	70	3027	3012	F4	4001	A	70RAN4001A	3	3	29.07.2016	0	2,77	6,98	2,54	2,51	20,78	22,37	17,6245	464,8486	NA		
74	RAN	Ran	70	3027	3012	F4	4001	B	70RAN4001B	1	1	05.08.2016	0	3,15	5,89	2,44	2,34	20,13	21,65	14,0771	435,8145	NA		
170	RAN	Ran	70	3027	3012	F4	4001	B	70RAN4001B	2	1	09.08.2016	NA	2,92	6,14	2,38	2,32	17,92	18,18	14,429	325,7856	NA		
182	RAN	Ran	70	3027	3012	F4	4001	B	70RAN4001B	3	1	10.08.2016	0	2,95	5,87	2,52	2,25	17,54	17,55	13,99995	307,827	NA		
101	RAN	Ran	70	3002	3013	F4	4004	A	70RAN4004A	1	3	26.07.2016	0	2,64	7,47	2,52	2,96	20,08	21,53	20,4678	432,3224	NA		
81	RAN	Ran	70	3002	3013	F4	4004	A	70RAN4004A	2	1	28.07.2016	0	2,52	6,74	2,4	2,42	16,85	16,72	16,2434	281,732	NA		
167	RAN	Ran	70	3002	3013	F4	4004	A	70RAN4004A	3	1	09.08.2016	0	2,44	6,42	2,14	2,39	16,95	16,75	14,5413	283,9125	NA		
55	RAN	Ran	70	3028	3015	F4	4005	A	70RAN4005A	1	2	05.08.2016	0	3,75	7,03	2,84	3,09	21,13	20,9	20,84395	441,617	NA		
174	RAN	Ran	70	3028	3015	F4	4005	A	70RAN4005A	2	1	09.08.2016	0,75	2,95	5,87	2,27	2,45	18,39	18,09	13,8532	332,6751	NA		
175	RAN	Ran	70	3028	3015	F4	4005	A	70RAN4005A	3	1	09.08.2016	0,69	3,59	6,89	2,82	2,63	18,31	18,91	18,77525	346,2421	NA		
63	RAN	Ran	70	3028	3015	F4	4005	B	70RAN4005B	1	1	23.08.2016	0,73	3,57	6,67	3,15	2,94	18,4	18,59	20,31015	342,056	NA		
83	RAN	Ran	70	3028	3015	F4	4005	B	70RAN4005B	2	3	23.08.2016	2,23	2,79	7,29	2,92	3,09	19,74	20,99	21,90645	414,3426	NA		
220	RAN	Ran	70	3028	3015	F4	4005	B	70RAN4005B	3	1	24.08.2016	0	3,67	7,15	3,08	2,93	20,06	20,92	21,48575	419,6552	NA		
183	RAN	Ran	70	3029	3028	F4	4007	A	70RAN4007A	1	2	05.08.2016	0,88	2,28	6,77	2,31	1,79	22,45	20,25	13,8785	454,6125	NA		
99	RAN	Ran	70	3029	3028	F4	4007	A	70RAN4007A	2	2	05.08.2016	0	2,7	7,23	2,68	2,7	23,3	24,37	19,4487	567,821	NA		
100	RAN	Ran	70	3029	3028	F4	4007	A	70RAN4007A	3	1	10.08.2016	0	2,51	6,21	2,49	2,26	19,47	18,69	14,74875	363,8943	NA		
181	RAN	Ran	70	3029	3028	F4	4007	B	70RAN4007B	1	1	23.08.2016	2,31	3,04	6,74	2,89	2,94	23,12	21,91	19,6471	506,5592	NA		
163	RAN	Ran	70	3028	3002	F4	4010	A	70RAN4010A	1	1	27.07.2016	0	3,05	5,79	1,92	2,18	19,25	19,06	11,8695	366,905	NA		
164	RAN	Ran	70	3028	3002	F4	4010	A	70RAN4010A	2	2	05.08.2016	0	3,07	6,47	2,37	2,65	19,98	21,63	16,2397	432,1674	NA		
198	RAN	Ran	70	3028	3002	F4	4010	A	70RAN4010A	3	3	10.08.2016	1,21	3,88	6,66	1,97	2,22	20,52	22,06	13,9527	452,6712	NA		
27	RAN	Ran	70	3024	3011	F4	4019	A	70RAN4019A	1	2	09.08.2016	0	3,47	6,34	2,46	2,4	19,57	21,36	15,4062	418,0152	NA		
187	RAN	Ran	70	3024	3011	F4	4019	A	70RAN4019A	2	2	09.08.2016	0	3,39	7,43	2,82	2,67	21,14	22,94	20,39535	484,9516	NA		
188	RAN	Ran	70	3024	3011	F4	4019	A	70RAN4019A	3	1	11.08.2016	0,92	3,12	6,4	2,54	2,41	18,26	19,26	15,84	351,6876	NA		
118	RAN	Ran	70	3024	3011	F4	4019	B	70RAN4019B	1	1	22.07.2016	0	3,69	7,08	2,82	2,96	20,51	22,3	20,4612	457,373	NA		
119	RAN	Ran	70	3024	3011	F4	4019	B	70RAN4019B	2	1	10.08.2016	0,68	4,34	7,44	2,8	2,73	21,4	22,53	20,5716	482,142	NA		
14	RAN	Ran	70	3024	3011	F4	4019	B	70RAN4019B	3	1	10.08.2016	0,1	4,49	6,64	2,79	2,68	21,53	21,49	18,1604	462,6797	NA		
76	RAN	Ran	70	3033	3012	F4	4022	A	70RAN4022A	1	2	25.07.2016	0	2,91	6,7	2,75	2,95	20,27	21,39	19,095	433,5753	NA		
82	RAN	Ran	70	3033	3012	F4	4022	A	70RAN4022A	2	1	05.08.2016	0,25	2,92	6,19	2,76	2,91	20,48	21,2	17,54865	434,176	NA		
213	RAN	Ran	70	3033	3012	F4	4022	A	70RAN4022A	3	2	24.08.2016	0	3,08	7,03	2,98	3,05	20,57	20,58	21,19545	423,3306	NA		
108	RAN	Ran	70	3028	3011	F4	4027	A	70RAN4027A	1	1	27.07.2016	1,63	2,55	6,97	2,94	2,05	20,56	23,06	17,39015	474,1136	NA		
102	RAN	Ran	70	3028	3011	F4	4027	A	70RAN4027A	2	1	28.07.2016	1,17	2,42	8,1	2,8	3,25	20,77	24,02	24,5025	498,8954	NA		
103	RAN	Ran	70	3028	3011	F4	4027	A	70RAN4027A	3	2	28.07.2016	0	2,36	8,03	3,2	3,34	22,34	26,65	26,2581	595,361	NA		
13	RAN	Ran	70	3013	3034	F4	4028	A	70RAN4028A	1	1	18.07.2016	0,82	2,68	6,34	2,09	2,39	19,31	18,28	14,2016	352,9868	NA		
50	RAN	Ran	70	3013	3034	F4	4028	A	70RAN4028A	2	1	29.07.2016	0	2,64	6,58	2,49	2,48	18,58	18,82	16,3513	349,6756	NA		
157	RAN	Ran	70	3013	3034	F4	4028	A	70RAN4028A	3	2	29.07.2016	0	2,37	6,13	2,49	2,43	20,23	20,88	15,0798	422,4024	NA		
104	RAN	Ran	70	3030	3012	F4	4029	A	70RAN4029A	1	1	16.07.2016	0	3,43	6,72	2,95	3,36	21,26	22,73	21,2016	483,2398	NA		
6	RAN	Ran	70	3030	3012	F4	4029	A	70RAN4029A	2	2	26.07.2016	0	3,19	6,56	2,79	2,8	17,46	19,43	18,3352	339,2478	NA		
184	RAN	Ran	70	3030	3012	F4	4029	A	70RAN4029A	3	1	08.08.2016	0	3,35	7,07	3,07	2,64	18,94	20,71	20,18485	392,2474	NA		
156	RAN	Ran	70	3007	3016	F4	4034	A	70RAN4034A	1	1	27.07.2016	0	3,56	6,66	2,55	2,53	19,78	18,3	16,9164	361,974	NA		
41	RAN	Ran	70	3007	3016	F4	4034	A	70RAN4034A	2	1	29.07.2016	0	2,75	7,24	2,8	2,87	19,77	19,74	20,5254	390,2598	NA		
64	RAN	Ran	70	3007	3016	F4	4034	A	70RAN4034A	3	3	10.08.2016	0	3,56	6,96	2,9	2,77	20,48	20,11	19,7316	411,8528	NA		
71	RAN	Ran	70	3007	3016	F4	4034	B	70RAN4034B	1	1	08.08.2016	0	3,21	7,07	2,44	2,5	19,02	19,37	17,4629	368,4174	NA		
287	RAN	Ran	70	3007	3016	F4	4034	B	70RAN4034B	2	2	02.09.2016	0	3,51	7,19	2,61	2,54	20,6	21,48	18,51425	442,488	NA		
301	RAN	Ran	70	3007	3016	F4	4034	B	70RAN4034B	3	3	04.09.2016	0,58	3,48	6,57	2,54	2,37	20,08	21,52	16,12935	432,1216	NA		
87	RAN	Ran	70	3013	3018	F4	4038	A	70RAN4038A	1	1	28.07.2016	0	2,65	7,3	2,76	2,67	18,5	20,82	19,8195	385,17	NA		
105	RAN	Ran	70	3013	3018	F4	4038	A	70RAN4038A	2	3	28.07.2016	0	3,08	6,9	2,34	2,51	20,1	21,66	16,7325	435,366	NA		
230	RAN	Ran	70	3013	3018	F4	4038	A	70RAN4038A	3	1	24.08.2016	0	2,85	6,44	2,3	2,43	18,62	18,89	15,2306	351,7318	NA		
122	RAN	Ran	70	3002	3012	F4	4040	A	70RAN4040A	1	1	16.07.2016	0	3,05	6,58	2,32	2,47	18,84	18,65	15,7591	351,366	NA		
90	RAN	Ran	70	3002	3012	F4	4040	A	70RAN4040A	2	1	21.07.2016	0,1	2,93	6,37	2,52	2,43	18,55	20,06	15,76575	372,113	NA		
151	RAN	Ran	70	3002	3012	F4	4040	A	70RAN4040A	3	1	28.07.2016	0	3,1	6,72	2,38	2,4	17,64	17,35	16,0608	306,054	NA		
114	RAN	Ran	70	3007	3008	F4	4041	A	70RAN4041A	1	1	15.07.2016	0	2,66	6,97	2,45	2,08	18,73	18,88	15,78705	353,6224	NA		
44	RAN	Ran	70	3007	3008	F4	4041	A	70RAN4041A	2	1	21.07.2016	0	2,31	6,11	2,05	2,09	18,55	19,12	12,6477	354,676	NA		
92	RAN	Ran	70	3007	3008	F4	4041	A	70RAN4041A	3	2	08.08.2016	0	2,87	5,75	1,83	1,88	20,41	19,49	10,66625	397,7909	NA		
252	RAN	Ran	70	70,218	70,416	F4	P002	A	70RANP002A	1	1	29.08.2016	0	2,47	5,64	1,9	2,15	16,34	15,85	11,421	258,989	NA		
268	RAN	Ran	70	70,218	70,416	F4	P002	A	70RANP002A	2	1	30.08.2016	0	2,73	6,4	2,28	2,32	19,98	18,95	14,72	378,621	NA		
269	RAN	Ran	70	70,218	70,416	F4	P002	A	70RANP002A	3	1	30.08.2016	0	2,68	5,81	2,06	1,82	16,2	17,76	11,2714	287,712	NA		
31	RAN	Ran	70	70,218	70,416	F4	P002	B	70RANP002B	1	1	29.07.2016	0	2,75	6,14	2,37	2,43	17,29	16,21	14,736	280,2709	NA		
253	RAN	Ran	70	70,218	70,416	F4	P002	B	70RANP002B	2	1	29.08.2016	0	2,8	6,18	1,93	2,19	16,13	15,76	12,7308	254,2088	NA		
271	RAN	Ran	70	70,218	70,416	F4	P002	B	70RANP002B	3	1	30.08.2016	0	2,88	6,11	2,23	2,23	15,93	16,77	13,6253	267,1461	NA		
45	RAN	Ran	70	70,409	70,404	F4	P003	A	70RANP003A	1	1	21.07.2016	0,87	2,66	6,52	2,4	2,53	19,71	18,49	16,0718	364,4379	NA		
91	RAN	Ran	70	70,409	70,404	F4	P003	A	70RANP003A	2	1	27.07.2016	0	2,74	6,85	2,7	2,68	17,4	18,68	18,4265	325,032	NA		
24	RAN	Ran	70	70,409	70,404	F4	P003	A	70RANP003A	3	3	27.07.2016	0,1	3,01	6,89	2,48	2,52	20,31	21,61	17,225	438,8991	NA		
115	RAN	Ran	70	70,173	70,404	F4	P004	A	70RANP004A	1	3	25.07.2016	0	2,61	6,86	2,27	2,34	19,25	19,51	15,8123	375,5675	NA		
56	RAN	Ran	70	70,173	70,404	F4	P004	A	70RANP004A	2	1	28.07.2016	0	2,79	6,46	2,36	2,28	16,21	17,44	14,9872	282,7024	NA		
72	RAN	Ran	70	70,173	70,404	F4	P004	A	70RANP004A	3	1	29.07.2016	0	3,14	6,29	2,29	2,36	17,01	17,77	14,62425	302,2677	NA		
73	RAN	Ran	70	70,173	70,404	F4	P004	B	70RANP004B	1	1	28.07.2016	0	2,89	7,18	2,47	2,77	18,27	20,41	18,8116	372,8907	NA		
68	RAN	Ran	70	70,173	70,404	F4	P004	B	70RANP004B	2	1	29.07.2016	0	2,96	6,95	2,38	2,28	17,63	18,99	16,1935	334,7937	NA		
106	RAN	Ran	70	70,173	70,404	F4	P004	B	70RANP004B	3	1	29.07.2016	0	3,03	7,14	2,61	2,5	18,03	20,02	18,2427	360,9606	NA		
96	RAN	Ran	70	70,048	70,174	F4	P005	A	70RANP005A	1	2	19.07.2016	0	3,28	6,76	2,25	2,15	20,25	19,27	14,872	390,2175	NA		
67	RAN	Ran	70	70,048	70,174	F4	P005	A	70RANP005A	2	1	21.07.2016	0	3,02	6,35	2,09	2,22	20,19	18,18	13,68425	367,0542	NA		
199	RAN	Ran	70	70,048	70,174	F4	P005	A	70RANP005A	3	1	27.07.2016	0	2,74	6,24	2,61	2,31	17,54	17,08	15,3504	299,5832	NA		
178	RAN	Ran	70	70,023	70,168	F4	P006	A	70RANP006A	1	1	18.07.2016	0	3,56	7,62	2,72	2,94	20,41	20,48	21,5646	417,9968	NA		
59	RAN	Ran	70	70,023	70,168	F4	P006	A	70RANP006A	2	3	29.07.2016	0	4,48	6,68	2,57	2,46	20,5	20,9	16,8002	428,45	NA		
236	RAN	Ran	70	70,023	70,168	F4	P006	A	70RANP006A	3	1	28.08.2016	0	4,21	6,63	2,3	2,62	20,74	20,86	16,3098	432,6364	NA		
303	RAN	Ran	70	70,174	70,168	F4	P007	A	70RANP007A	1	1	05.09.2016	0	4,03	6,51	2,5	2,42	19,19	20,85	16,0146	400,1115	NA		
307	RAN	Ran	70	70,174	70,168	F4	P007	A	70RANP007A	2	3	07.09.2016	0	4,49	6,17	2,39	2,51	20,55	22,13	15,1165	454,7715	NA		
281	RAN	Ran	70	70,174	70,168	F4	P007	B	70RANP007B	1	2	31.08.2016	0	3,82	6,86	2,7	3,03	19,61	21,21	19,6539	415,9281	NA		
290	RAN	Ran	70	70,174	70,168	F4	P007	B	70RANP007B	2	3	02.09.2016	0	4,38	6,94	2,86	2,89	19,95	22,94	19,9525	457,653	NA		
295	RAN	Ran	70	70,174	70,168	F4	P007	B	70RANP007B	3	1	03.09.2016	0	3,3	6,51	2,68	2,56	19,68	21,13	17,0562	415,8384	NA		
69	RAN	Ran	70	70,439	70,420	F4	P008	A	70RANP008A	1	1	07.08.2016	0	2,81	6,44	2,67	2,6	22,67	21,21	16,9694	480,8307	NA		
120	RAN	Ran	70	70,439	70,420	F4	P008	A	70RANP008A	2	1	11.08.2016	0	3,02	6,36	2,86	2,94	22,55	21,29	18,444	480,0895	NA		
294	RAN	Ran	70	70,439	70,420	F4	P008	A	70RANP008A	3	1	03.09.2016	1,69	3	6,14	2,17	2,38	21,73	20,74	13,9685	450,6802	NA		
221	RAN	Ran	70	70,439	70,420	F4	P008	B	70RANP008B	1	1	24.08.2016	0	3,42	5,79	2,52	2,36	19,97	17,22	14,1276	343,8834	NA		
222	RAN	Ran	70	70,439	70,420	F4	P008	B	70RANP008B	2	3	24.08.2016	0	3	5,12	2,08	1,97	19,26	15,29	10,368	294,4854	NA		
291	RAN	Ran	70	70,439	70,420	F4	P008	B	70RANP008B	3	2	02.09.2016	0	2,84	5,91	2,33	2,2	19,56	19,99	13,38615	391,0044	NA		
289	RAN	Ran	70	70,367	70,023	F4	P009	A	70RANP009A	1	1	02.09.2016	0	4,01	6,63	2,62	2,72	20,9	20,12	17,7021	420,508	NA		
296	RAN	Ran	70	70,367	70,023	F4	P009	A	70RANP009A	2	1	03.09.2016	0	3,72	6,83	2,41	2,75	20,6	19,32	17,6214	397,992	NA		
304	RAN	Ran	70	70,367	70,023	F4	P009	A	70RANP009A	3	3	05.09.2016	0	3,72	7,52	2,63	2,79	22,72	22,22	20,3792	504,8384	NA		
142	RAN	Ran	70	70,367	70,023	F4	P009	B	70RANP009B	1	1	09.08.2016	0,71	2,96	7,41	2,51	2,51	21,45	20,13	18,5991	431,7885	NA		
250	RAN	Ran	70	70,367	70,023	F4	P009	B	70RANP009B	2	1	29.08.2016	0	2,42	6,3	2,28	2,53	18,83	18,97	15,1515	357,2051	NA		
251	RAN	Ran	70	70,367	70,023	F4	P009	B	70RANP009B	3	1	29.08.2016	0	3,22	7,42	3,22	2,92	19,94	21,05	22,7794	419,737	NA		
185	RAN	Ran	70	70,367	70,383	F4	P010	A	70RANP010A	1	1	22.07.2016	1,13	2,79	7,63	2,93	2,96	19,47	20,28	22,47035	394,8516	NA		
149	RAN	Ran	70	70,367	70,383	F4	P010	A	70RANP010A	2	1	26.07.2016	0	3,05	7,17	2,89	2,87	19,04	20,18	20,6496	384,2272	NA		
70	RAN	Ran	70	70,367	70,383	F4	P010	A	70RANP010A	3	2	26.07.2016	0	2,64	7,5	3,13	2,95	18,98	22,37	22,8	424,5826	NA		
192	RAN	Ran	70	70,109	70,151	F4	P012	A	70RANP012A	1	2	08.08.2016	2,15	2,72	6,56	2,53	2,35	20,62	21,27	16,0064	438,5874	NA		
26	RAN	Ran	70	70,109	70,151	F4	P012	A	70RANP012A	2	1	23.08.2016	0	3,42	7,14	2,72	2,83	19,45	19,79	19,8135	384,9155	NA		
22	RAN	Ran	70	70,109	70,151	F4	P012	A	70RANP012A	3	1	23.08.2016	0,63	3,26	6,05	2,55	2,34	16,54	16,7	14,79225	276,218	NA		
143	RAN	Ran	70	70,109	70,151	F4	P012	B	70RANP012B	1	1	10.08.2016	0	3,21	6,21	2,29	2,21	17,88	18,2	13,9725	325,416	NA		
275	RAN	Ran	70	70,109	70,151	F4	P012	B	70RANP012B	2	1	31.08.2016	1,15	3,91	6,04	2,36	2,03	19,23	22,7	13,2578	436,521	NA		
305	RAN	Ran	70	70,109	70,151	F4	P012	B	70RANP012B	3	3	05.09.2016	0,92	3,52	6,83	2,38	2,52	19,77	24,05	16,7335	475,4685	NA		
195	RAN	Ran	70	70,168	70,390	F4	P013	A	70RANP013A	1	1	08.08.2016	0	3,27	7,14	2,85	2,89	20,36	19,93	20,4918	405,7748	NA		
226	RAN	Ran	70	70,168	70,390	F4	P013	A	70RANP013A	2	2	24.08.2016	2,04	4,04	4,96	2,02	1,9	18,26	15,76	9,7216	287,7776	NA		
239	RAN	Ran	70	70,168	70,390	F4	P013	A	70RANP013A	3	3	28.08.2016	0	3,41	7,33	2,72	2,7	22,88	23,44	19,8643	536,3072	NA		
32	RAN	Ran	70	70,168	70,390	F4	P013	B	70RANP013B	1	1	23.08.2016	0	3,76	7,27	3,02	2,98	19,65	18,9	21,81	371,385	NA		
245	RAN	Ran	70	70,168	70,390	F4	P013	B	70RANP013B	2	1	29.08.2016	0	3,66	6,94	2,88	2,86	21,15	20,96	19,9178	443,304	NA		
246	RAN	Ran	70	70,168	70,390	F4	P013	B	70RANP013B	3	1	29.08.2016	0	3,72	7,3	2,96	2,85	21,86	21,01	21,2065	459,2786	NA		
80	RAN	Ran	70	70,048	70,174	F4	P014	A	70RANP014A	1	1	25.07.2016	0	3,31	6,73	2,64	2,8	19,16	21,16	18,3056	405,4256	NA		
237	RAN	Ran	70	70,048	70,174	F4	P014	A	70RANP014A	2	1	28.08.2016	0,1	2,62	5,8	2,17	2,25	17,05	17,91	12,818	305,3655	NA		
225	RAN	Ran	70	70,048	70,174	F4	P014	A	70RANP014A	3	3	24.08.2016	0,31	3,18	7,07	2,6	2,81	19,7	21,65	19,12435	426,505	NA		
121	RAN	Ran	70	70,048	70,174	F4	P014	A	70RANP014A	3	1	11.08.2016	0	3,19	7,34	2,6	2,87	18,67	20,24	20,0749	377,8808	NA		
189	RAN	Ran	70	70,048	70,174	F4	P014	B	70RANP014B	1	1	23.08.2016	0	3,39	6,43	2,62	2,42	18,58	18,26	16,2036	339,2708	NA		
242	RAN	Ran	70	70,048	70,174	F4	P014	B	70RANP014B	2	1	28.08.2016	0	3,34	7,19	2,99	2,94	20,05	21,38	21,31835	428,669	NA		
86	RAN	Ran	70	70,174	70,168	F4	P015	A	70RANP015A	1	3	28.07.2016	1,53	3,89	7,07	3,05	2,92	21,6	22,89	21,10395	494,424	NA		
260	RAN	Ran	70	70,174	70,168	F4	P015	A	70RANP015A	2	2	29.08.2016	0	4,06	7,04	2,72	3,04	21,02	21,35	20,2752	448,777	NA		
279	RAN	Ran	70	70,174	70,168	F4	P015	A	70RANP015A	3	1	31.08.2016	0	3,88	6,46	2,67	2,9	17,81	19,07	17,9911	339,6367	NA		
228	RAN	Ran	70	70,174	70,168	F4	P015	B	70RANP015B	1	2	24.08.2016	0,64	4,02	6,65	2,61	2,72	19,42	21,6	17,72225	419,472	NA		
259	RAN	Ran	70	70,174	70,168	F4	P015	B	70RANP015B	2	1	29.08.2016	0	4,08	6,65	2,61	2,7	20,76	22,88	17,65575	474,9888	NA		
288	RAN	Ran	70	70,174	70,168	F4	P015	B	70RANP015B	3	1	02.09.2016	0	4,16	6,66	2,69	2,73	21,08	23,92	18,0486	504,2336	NA		
61	RAN	Ran	70	70,063	70,151	F4	P016	A	70RANP016A	1	1	28.07.2016	0	3,26	6,69	2,64	2,34	18,26	17,07	16,6581	311,6982	NA		
144	RAN	Ran	70	70,063	70,151	F4	P016	A	70RANP016A	2	2	08.08.2016	0	3,04	6,2	2,54	2,61	18,14	17,42	15,965	315,9988	NA		
62	RAN	Ran	70	70,063	70,151	F4	P016	A	70RANP016A	3	1	11.08.2016	0	3,97	7,19	2,54	2,46	18,19	18,69	17,975	339,9711	NA		
214	RAN	Ran	70	70,023	70,217	F4	P017	A	70RANP017A	1	3	24.08.2016	0	3,02	7,07	2,82	2,76	21,8	21,05	19,7253	458,89	NA		
265	RAN	Ran	70	70,023	70,217	F4	P017	A	70RANP017A	2	1	30.08.2016	0	3,12	7,07	2,72	2,58	19,95	20,84	18,7355	415,758	NA		
266	RAN	Ran	70	70,023	70,217	F4	P017	A	70RANP017A	3	2	30.08.2016	0,1	3,17	7,42	2,86	2,87	21,64	20,14	21,2583	435,8296	NA		
89	RAN	Ran	70	70,217	70,390	F4	P018	A	70RANP018A	1	1	25.07.2016	0	3,39	7,59	3,04	2,91	20,75	22,22	22,58025	461,065	NA		
190	RAN	Ran	70	70,217	70,390	F4	P018	A	70RANP018A	2	1	07.08.2016	0	3,47	7,54	2,99	2,71	18,84	21,41	21,489	403,3644	NA		
191	RAN	Ran	70	70,217	70,390	F4	P018	A	70RANP018A	3	2	07.08.2016	1,46	3,53	7,07	2,78	2,58	21,07	22,8	18,9476	480,396	NA		
123	RAN	Ran	70	70,174	70,111	F4	P019	A	70RANP019A	1	2	11.08.2016	0	3,78	6,53	2,68	2,5	19,01	18,25	16,9127	346,9325	NA		
124	RAN	Ran	70	70,174	70,111	F4	P019	A	70RANP019A	2	1	23.08.2016	0	3,05	6,62	2,7	2,59	19,2	17,47	17,5099	335,424	NA		
65	RAN	Ran	70	70,406	70,337	F4	P020	A	70RANP020A	1	2	25.07.2016	0	3,18	8,19	2,87	3,25	23,9	24,98	25,0614	597,022	NA		
212	RAN	Ran	70	70,406	70,337	F4	P020	A	70RANP020A	2	2	24.08.2016	0	2,79	6,1	2,47	2,26	18,48	17,45	14,4265	322,476	NA		
243	RAN	Ran	70	70,406	70,337	F4	P020	A	70RANP020A	3	2	29.08.2016	0	3,6	7,05	2,58	2,68	20,29	19,8	18,5415	401,742	NA		
58	RAN	Ran	70	70,136	70,423	F4	P021	A	70RANP021A	1	1	25.07.2016	0	3,18	6,49	2,88	2,73	19,36	20,24	18,20445	391,8464	NA		
194	RAN	Ran	70	70,136	70,423	F4	P021	A	70RANP021A	2	3	08.08.2016	0	3,75	6,92	3,09	2,99	21,16	21,53	21,0368	455,5748	NA		
28	RAN	Ran	70	70,136	70,423	F4	P021	A	70RANP021A	3	1	23.08.2016	0	3,82	6,49	2,87	2,73	19	18,5	18,172	351,5	NA		
